20260323DT000000,20000.0,20205.7247,19441.32929,19441.32929,0
20260323T000000,20000.0,20205.7247,19441.32929,19441.32929,0
20260324DT000000,19441.32929,19441.32929,19441.32929,19441.32929,0
20260324T000000,19441.32929,19441.32929,19441.32929,19441.32929,0
20260325DT000000,19441.32929,19441.33,19187.14655409424,19208.84,0
20260325T000000,19441.32929,19441.33,19187.146554094237,19208.84,0
20260326DT000000,19208.84,19208.84,18617.12977340945,18893.26037318541,0
20260326T000000,19208.84,19208.84,18617.12977340945,18893.260373185414,0
20260327DT000000,18893.26037318541,18893.26037318541,18244.0051300445,18757.1708913704,0
20260327T000000,18893.260373185414,18893.260373185414,18244.0051300445,18757.1708913704,0
20260330DT000000,18757.1708913704,19308.603459999995,18757.1708913704,19308.603459999995,0
20260330T000000,18757.1708913704,19308.603459999995,18757.1708913704,19308.603459999995,0
20260331DT000000,19308.603459999995,19951.65358,18866.59358,19951.65358,0
20260331T000000,19308.603459999995,19951.65358,18866.59358,19951.65358,0
20260401DT000000,19951.65358,21012.81358,19951.65358,20678.21358,0
20260401T000000,19951.65358,21012.81358,19951.65358,20678.21358,0
20260402DT000000,20678.21358,20702.11358,19884.73358,20702.11358,0
20260402T000000,20678.21358,20702.113579999997,19884.733579999996,20702.113579999997,0
20260406DT000000,20702.11358,21165.77358,20702.11358,21084.51358,0
20260406T000000,20702.113579999997,21165.773579999997,20702.113579999997,21084.51358,0
20260407DT000000,21084.51358,21084.51358,20051.85515888265,20957.6144108466,0
20260407T000000,21084.51358,21084.51358,20051.85515888265,20957.6144108466,0
20260408DT000000,20957.6144108466,22880.924331487728,20957.6144108466,22673.34482509221,0
20260408T000000,20957.6144108466,22880.924331487728,20957.6144108466,22673.34482509221,0
20260409DT000000,22673.34482509221,23029.8398509928,22385.920392291308,23008.42,0
20260409T000000,22673.34482509221,23029.839850992794,22385.920392291308,23008.42,0
20260410DT000000,23008.42,23242.42,22891.42,23027.14,0
20260410T000000,23008.42,23242.42,22891.42,23027.139999999996,0
20260413DT000000,23027.14,23481.1,22811.86,23438.98,0
20260413T000000,23027.139999999996,23481.1,22811.86,23438.98,0
20260414DT000000,23438.98,25006.78,23438.98,25006.78,0
20260414T000000,23438.98,25006.78,23438.98,25006.78,0
20260415DT000000,25006.78,26083.18,25006.78,26083.18,0
20260415T000000,25006.78,26083.179999999997,25006.78,26083.179999999997,0
20260416DT000000,26083.18,26621.38,25910.02,26448.22,0
20260416T000000,26083.179999999997,26621.38,25910.019999999997,26448.219999999998,0
20260417DT000000,26448.22,27557.38,26448.22,27440.38,0
20260417T000000,26448.219999999998,27557.38,26448.219999999998,27440.38,0
20260420DT000000,27440.38,27458.127782,27167.0,27167.0,0
20260420T000000,27440.38,27458.127782,27167.0,27167.0,0
20260421DT000000,27167.0,27167.0,27167.0,27167.0,0
20260421T000000,27167.0,27167.0,27167.0,27167.0,0
20260422DT000000,27167.0,27167.0,27167.0,27167.0,0
20260422T000000,27167.0,27167.0,27167.0,27167.0,0
20260423T000000,27167.0,27167.0,27167.0,27167.0,0
