strategy,tv_symbol,date,db_equity,existing_close,forensic_close,diff,diff_pct
SPXL_Trend_Intraday,SPXT,2026-03-30,19255.510525,19255.510525,19255.510525,0.0,0.0
SPXL_Trend_Intraday,SPXT,2026-03-31,19987.830525000005,20010.510525,19987.830525000005,-22.679999999996653,-0.11334043662535016
SPXL_Trend_Intraday,SPXT,2026-04-01,20456.550525,20481.390525000003,20456.550525,-24.840000000003783,-0.12128082792857045
SPXL_Trend_Intraday,SPXT,2026-04-02,20500.830525000005,20478.150525,20500.830525000005,22.68000000000393,0.11075218913112236
SPXL_Trend_Intraday,SPXT,2026-04-06,20771.910525000003,20734.110525000004,20771.910525000003,37.79999999999927,0.18230827869091465
SPXL_Trend_Intraday,SPXT,2026-04-08,21266.964840239623,21266.964840239623,21266.964840239623,0.0,0.0
SPXL_Trend_Intraday,SPXT,2026-04-09,21102.0,21102.0,21102.0,0.0,0.0
SPXL_Trend_Intraday,SPXT,2026-04-10,20998.0,20975.0,20998.0,23.0,0.1096543504171633
SPXL_Trend_Intraday,SPXT,2026-04-13,21340.0,21613.000366210938,21340.0,-273.0003662109375,-1.263130345556915
SPXL_Trend_Intraday,SPXT,2026-04-14,22397.0,22348.0,22397.0,49.0,0.2192589940934312
SPXL_Trend_Intraday,SPXT,2026-04-15,22913.000366210938,22869.0,22913.000366210938,44.0003662109375,0.19240179374234773
SPXL_Trend_Intraday,SPXT,2026-04-16,23077.0,23074.0,23077.0,3.0,0.013001646875270868
SPXL_Trend_Intraday,SPXT,2026-04-17,23896.0,23934.0,23896.0,-38.0,-0.15876995069775215
SPXL_Trend_Intraday,SPXT,2026-04-20,23773.0,23773.0,23773.0,0.0,0.0
SPXL_Trend_Intraday,SPXT,2026-04-21,23773.0,23773.0,23773.0,0.0,0.0
SPY_Daily,SPYD,2026-03-23,20073.84,20073.84,20073.84,0.0,0.0
SPY_Daily,SPYD,2026-03-24,20137.56,20137.56,20137.56,0.0,0.0
SPY_Daily,SPYD,2026-03-25,19949.05427078247,19943.74516204834,19949.05427078247,5.309108734130859,0.026620420041436103
SPY_Daily,SPYD,2026-03-26,20251.467769708026,20251.467769708022,20251.467769708026,3.637978807091713e-12,1.79640253657731e-14
SPY_Daily,SPYD,2026-03-27,20232.737456222203,20232.737456222203,20232.737456222203,0.0,0.0
SPY_Daily,SPYD,2026-03-30,20085.720500000003,20061.850500000004,20085.720500000003,23.86999999999898,0.11898204505112314
SPY_Daily,SPYD,2026-03-31,20653.020500000002,20661.700500000006,20653.020500000002,-8.680000000003929,-0.042010094958079204
SPY_Daily,SPYD,2026-04-01,20809.880500000003,20818.2505,20809.880500000003,-8.369999999995343,-0.040205107532908894
SPY_Daily,SPYD,2026-04-02,20834.990500000004,20827.240500000004,20834.990500000004,7.75,0.037210882545865825
SPY_Daily,SPYD,2026-04-06,20926.130500000003,20910.320500000005,20926.130500000003,15.809999999997672,0.07560859719963484
SPY_Daily,SPYD,2026-04-07,20926.19501507513,20926.19501507513,20926.19501507513,0.0,0.0
SPY_Daily,SPYD,2026-04-08,21457.331500026838,21457.33150002684,21457.331500026838,-3.637978807091713e-12,-1.6954479204868333e-14
SPY_Daily,SPYD,2026-04-09,21587.609999999997,21587.61,21587.609999999997,-3.637978807091713e-12,-1.6852161064109054e-14
SPY_Daily,SPYD,2026-04-10,21559.399999999998,21549.48,21559.399999999998,9.919999999998254,0.046033593386004
SPY_Daily,SPYD,2026-04-13,21673.48,21767.099243164062,21673.48,-93.61924316406294,-0.4300951730785349
SPY_Daily,SPYD,2026-04-14,22026.260000000002,22011.07,22026.260000000002,15.190000000002328,0.06901072960107041
SPY_Daily,SPYD,2026-04-15,22200.79083251953,22179.09,22200.79083251953,21.700832519531104,0.09784365598196818
SPY_Daily,SPYD,2026-04-16,22249.46,22242.95,22249.46,6.509999999998399,0.029267700552302635
SPY_Daily,SPYD,2026-04-17,22509.239999999998,22521.95,22509.239999999998,-12.710000000002765,-0.05643383454808649
SPY_Daily,SPYD,2026-04-20,22466.46,22466.15,22466.46,0.3099999999976717,0.0013798536909869813
SPY_Daily,SPYD,2026-04-21,22323.859999999997,22324.48,22323.859999999997,-0.6200000000026193,-0.0027772203428819814
SPY_Intraday,SPYI,2026-03-23,20074.34,20074.34,20074.34,0.0,0.0
SPY_Intraday,SPYI,2026-03-24,20138.06,20138.06,20138.06,0.0,0.0
SPY_Intraday,SPYI,2026-03-25,19949.55427078247,19944.24516204834,19949.55427078247,5.309108734130859,0.02661975267047708
SPY_Intraday,SPYI,2026-03-26,19815.54159667751,19815.54159667751,19815.54159667751,0.0,0.0
SPY_Intraday,SPYI,2026-03-27,19507.25096713748,19507.25096713748,19507.25096713748,0.0,0.0
SPY_Intraday,SPYI,2026-03-30,19368.801455,19345.701455,19368.801455,23.100000000002183,0.1194063707316845
SPY_Intraday,SPYI,2026-03-31,19913.001455,19926.201455,19913.001455,-13.19999999999709,-0.06624443715380017
SPY_Intraday,SPYI,2026-04-01,20069.601455000004,20077.701455,20069.601455000004,-8.099999999994907,-0.040343263486357625
SPY_Intraday,SPYI,2026-04-02,20093.901455,20086.401455,20093.901455,7.5,0.037338694124990045
SPY_Intraday,SPYI,2026-04-06,20182.101455000004,20166.801455000004,20182.101455000004,15.299999999999272,0.07586726151957977
SPY_Intraday,SPYI,2026-04-07,20107.075844209332,20107.07584420933,20107.075844209332,3.637978807091713e-12,1.8093027724563045e-14
SPY_Intraday,SPYI,2026-04-09,20823.50451371917,20823.50451371917,20823.50451371917,0.0,0.0
SPY_Intraday,SPYI,2026-04-10,20795.0,20785.4,20795.0,9.599999999998545,0.04618626535933176
SPY_Intraday,SPYI,2026-04-13,20905.4,20905.4,20905.4,0.0,0.0
SPY_Intraday,SPYI,2026-04-14,21246.800000000003,21232.1,21246.800000000003,14.700000000004366,0.06923479071784876
SPY_Intraday,SPYI,2026-04-15,21415.700805664062,21394.7,21415.700805664062,21.000805664061772,0.09815891629264151
SPY_Intraday,SPYI,2026-04-16,21462.8,21456.5,21462.8,6.299999999999272,0.029361731876118062
SPY_Intraday,SPYI,2026-04-17,21714.199999999997,21726.5,21714.199999999997,-12.30000000000291,-0.05661289209031786
SPY_Intraday,SPYI,2026-04-20,21672.8,21672.5,21672.8,0.2999999999992724,0.0013842427038840577
SPY_Intraday,SPYI,2026-04-21,21534.8,21535.4,21534.8,-0.6000000000021828,-0.0027861103114043984
SPY_Lev_Daily,SPYL,2026-03-23,20244.44,20244.44,20244.44,0.0,0.0
SPY_Lev_Daily,SPYL,2026-03-24,20249.48,20239.4,20249.48,10.079999999998108,0.04980384794014698
SPY_Lev_Daily,SPYL,2026-03-25,19916.84,19916.84,19916.84,0.0,0.0
SPY_Lev_Daily,SPYL,2026-03-26,20833.499475188888,20833.499475188888,20833.499475188888,0.0,0.0
SPY_Lev_Daily,SPYL,2026-03-27,20752.55834170248,20752.55834170248,20752.55834170248,0.0,0.0
SPY_Lev_Daily,SPYL,2026-03-30,20290.661720000004,20214.50172,20290.661720000004,76.16000000000349,0.37675922491154773
SPY_Lev_Daily,SPYL,2026-03-31,22034.011720000002,22059.00172,22034.011720000002,-24.989999999997963,-0.11328708486994019
SPY_Lev_Daily,SPYL,2026-04-01,22550.47172,22577.841720000004,22550.47172,-27.37000000000262,-0.1212250503809565
SPY_Lev_Daily,SPYL,2026-04-02,22599.261720000002,22574.27172,22599.261720000002,24.9900000000016,0.11070124569228673
SPY_Lev_Daily,SPYL,2026-04-06,22897.95172,22856.301720000003,22897.95172,41.64999999999782,0.1822254558512094
SPY_Lev_Daily,SPYL,2026-04-07,22924.27783021555,22924.27783021555,22924.27783021555,0.0,0.0
SPY_Lev_Daily,SPYL,2026-04-08,24678.8420802732,24678.8420802732,24678.8420802732,0.0,0.0
SPY_Lev_Daily,SPYL,2026-04-09,25124.200000000004,25124.200000000004,25124.200000000004,0.0,0.0
SPY_Lev_Daily,SPYL,2026-04-10,25000.44,24973.07,25000.44,27.36999999999898,0.10959805902918215
SPY_Lev_Daily,SPYL,2026-04-13,25407.420000000002,25732.290435791016,25407.420000000002,-324.87043579101373,-1.2625010455313057
SPY_Lev_Daily,SPYL,2026-04-14,26665.25,26606.94,26665.25,58.31000000000131,0.2191533487127844
SPY_Lev_Daily,SPYL,2026-04-15,27279.290435791016,27226.93,27279.290435791016,52.360435791015334,0.19231119994437615
SPY_Lev_Daily,SPYL,2026-04-16,27474.45,27470.88,27474.45,3.569999999999709,0.012995579318899537
SPY_Lev_Daily,SPYL,2026-04-17,28449.06,28494.28,28449.06,-45.219999999997526,-0.15869851773758636
SPY_Lev_Daily,SPYL,2026-04-20,28278.89,28268.18,28278.89,10.709999999999127,0.03788712255263384
SPY_Lev_Daily,SPYL,2026-04-21,27719.59,27727.92,27719.59,-8.329999999998108,-0.030041921644314136
TQQQ_2Point_safe,TQQP,2026-03-23,19441.32929,19441.32929,19441.32929,0.0,0.0
TQQQ_2Point_safe,TQQP,2026-03-24,19441.32929,19441.32929,19441.32929,0.0,0.0
TQQQ_2Point_safe,TQQP,2026-03-25,19239.219999999998,19239.22,19239.219999999998,-3.637978807091713e-12,-1.8909180346665367e-14
TQQQ_2Point_safe,TQQP,2026-03-26,18893.260373185414,18893.26037318541,18893.260373185414,3.637978807091713e-12,1.9255431488442185e-14
TQQQ_2Point_safe,TQQP,2026-03-27,18757.1708913704,18757.1708913704,18757.1708913704,0.0,0.0
TQQQ_2Point_safe,TQQP,2026-03-30,19308.603459999995,19308.603459999995,19308.603459999995,0.0,0.0
TQQQ_2Point_safe,TQQP,2026-03-31,19951.65358,19980.33358,19951.65358,-28.68000000000029,-0.14354114702423448
